team_id,fifa_version,fifa_update,league_id,league_level,nationality_id,overall,attack,midfield,defence,coach_id,rival_team,international_prestige,domestic_prestige,transfer_budget_eur,club_worth_eur,starting_xi_average_age,whole_team_average_age,captain,short_free_kick,long_free_kick,left_short_free_kick,right_short_free_kick,penalties,left_corner,right_corner,def_team_width,def_team_depth,build_up_play_speed,build_up_play_dribbling,build_up_play_passing,chance_creation_passing,chance_creation_crossing,chance_creation_shooting
563,18,84,65,1.0,25,58,61,60,57,120469.0,1571,1,6.0,575000.0,1100000.0,24.91,23.39,210388.0,205053.0,205053.0,205053.0,219870.0,205864.0,205053.0,219737.0,,,38.0,52.0,39.0,38.0,41.0,41.0
563,19,68,65,1.0,25,58,60,59,59,120469.0,445,1,5.0,600000.0,1100000.0,23.64,22.65,206082.0,223091.0,223091.0,205053.0,223091.0,225245.0,223091.0,223091.0,4.0,5.0,38.0,52.0,36.0,38.0,38.0,38.0
563,20,61,65,1.0,25,59,60,58,60,120469.0,445,1,5.0,515000.0,952000.0,24.45,23.33,206082.0,225245.0,200263.0,223091.0,225245.0,225245.0,200263.0,200263.0,4.0,5.0,,,,,,
563,21,64,65,1.0,25,59,59,59,60,120469.0,111131,1,5.0,515000.0,952000.0,24.64,24.76,200263.0,240813.0,237838.0,237677.0,240813.0,256060.0,240813.0,240813.0,4.0,5.0,,,,,,
563,22,64,65,1.0,25,60,63,59,61,120469.0,111131,1,6.0,515000.0,952000.0,25.45,24.52,208771.0,240813.0,237838.0,182156.0,240813.0,230895.0,240813.0,240813.0,40.0,50.0,,,,,,
563,23,9,65,1.0,25,60,63,60,61,120469.0,111131,1,6.0,,947000.0,27.09,23.93,200263.0,237969.0,200263.0,244200.0,241582.0,237863.0,244200.0,244200.0,41.0,51.0,,,,,,
567,16,58,76,1.0,54,75,77,77,75,459133.0,569,12,17.0,7500000.0,,28.0,27.17,230481.0,230481.0,230481.0,230481.0,230481.0,230481.0,230481.0,230481.0,,,53.0,62.0,54.0,58.0,77.0,56.0
567,17,91,7,1.0,54,71,69,73,70,459133.0,569,5,9.0,9000000.0,40000000.0,27.64,27.0,230397.0,230278.0,230278.0,230278.0,230278.0,236189.0,230487.0,230278.0,,,48.0,62.0,52.0,50.0,60.0,50.0
567,18,84,7,1.0,54,72,73,71,72,459133.0,517,5,9.0,9000000.0,40000000.0,26.82,28.6,230347.0,230479.0,230479.0,230479.0,230479.0,230479.0,230479.0,230479.0,,,72.0,77.0,72.0,79.0,45.0,73.0
567,19,68,7,1.0,54,73,71,74,73,459133.0,517,5,9.0,9400000.0,42000000.0,29.64,30.2,230234.0,230337.0,230337.0,230337.0,230337.0,230278.0,230271.0,230271.0,6.0,7.0,70.0,77.0,70.0,65.0,37.0,73.0
567,20,61,7,1.0,54,73,71,74,72,459133.0,517,4,9.0,9900000.0,60000000.0,30.64,31.2,230234.0,230337.0,230337.0,230337.0,230337.0,230278.0,230271.0,230271.0,6.0,6.0,,,,,,
567,21,64,7,1.0,54,72,70,73,72,459133.0,517,4,9.0,4100000.0,30000000.0,25.82,25.6,230323.0,230337.0,230234.0,230271.0,230337.0,230287.0,230466.0,230466.0,6.0,6.0,,,,,,
567,22,64,7,1.0,54,72,74,72,72,459133.0,1053,4,9.0,4100000.0,30000000.0,26.82,26.6,230234.0,230337.0,230234.0,230271.0,230337.0,230507.0,230337.0,230466.0,60.0,50.0,,,,,,
567,23,9,7,1.0,54,72,74,73,71,459133.0,1043,4,9.0,,30000000.0,27.82,27.6,230271.0,230337.0,230271.0,230337.0,230337.0,230278.0,230337.0,230337.0,51.0,51.0,,,,,,
568,16,58,76,1.0,54,74,74,72,74,186071.0,1035,12,17.0,13000000.0,,27.0,27.0,230299.0,230473.0,230473.0,230473.0,230473.0,230299.0,230473.0,230473.0,,,62.0,57.0,42.0,58.0,42.0,52.0
568,17,91,7,1.0,54,69,69,70,70,186071.0,1035,6,10.0,14000000.0,91000000.0,26.91,27.6,230296.0,230274.0,230274.0,230274.0,230274.0,230296.0,230482.0,230275.0,,,62.0,57.0,46.0,58.0,42.0,52.0
568,18,84,7,1.0,54,73,72,73,73,186071.0,1035,6,10.0,12500000.0,91000000.0,27.91,28.4,230271.0,230237.0,230237.0,230237.0,230183.0,230237.0,230276.0,230276.0,,,39.0,53.0,40.0,36.0,74.0,44.0
568,19,68,7,1.0,54,73,73,72,75,186071.0,1035,6,10.0,12100000.0,90000000.0,30.36,30.6,230225.0,230281.0,230479.0,230281.0,230281.0,230502.0,230281.0,230281.0,5.0,5.0,36.0,50.0,40.0,36.0,66.0,36.0
568,20,61,7,1.0,54,73,76,71,75,186071.0,1035,6,10.0,9100000.0,47500000.0,31.73,31.6,230225.0,230281.0,230479.0,230281.0,230281.0,230479.0,230281.0,230281.0,5.0,5.0,,,,,,
569,16,58,76,1.0,54,73,76,73,74,781677.0,567,10,16.0,2500000.0,,28.91,27.0,230262.0,230262.0,230262.0,230262.0,230262.0,230262.0,230262.0,230262.0,,,37.0,61.0,52.0,41.0,45.0,52.0
569,17,91,2025,2.0,54,68,68,68,67,781677.0,567,5,6.0,3000000.0,40000000.0,27.64,27.4,230456.0,230420.0,234024.0,230420.0,230420.0,234024.0,230266.0,230266.0,,,37.0,61.0,59.0,73.0,74.0,57.0
569,21,40,7,1.0,54,71,71,71,73,781677.0,1043,5,5.0,3600000.0,23000000.0,28.0,26.2,230369.0,230411.0,230369.0,230411.0,230411.0,230445.0,230462.0,230462.0,8.0,5.0,,,,,,
570,15,59,32,2.0,27,65,67,65,64,1553030.0,46,3,6.0,2000000.0,,24.64,22.79,209665.0,193645.0,193645.0,193645.0,193645.0,219988.0,224982.0,224982.0,,,56.0,45.0,39.0,52.0,78.0,56.0
570,16,58,32,2.0,27,67,69,65,68,1553030.0,199,3,6.0,1000000.0,,27.36,24.26,178470.0,220084.0,220084.0,220084.0,220084.0,220084.0,220084.0,220084.0,,,56.0,45.0,39.0,52.0,78.0,56.0
570,17,91,32,2.0,27,69,67,68,67,1553030.0,199,1,4.0,2000000.0,12000000.0,24.82,24.79,220084.0,220084.0,220084.0,220084.0,220084.0,228378.0,232055.0,232055.0,,,56.0,45.0,39.0,52.0,78.0,56.0
570,18,84,32,2.0,27,65,66,66,65,1553030.0,199,1,4.0,2000000.0,12000000.0,27.09,25.3,219585.0,203911.0,239650.0,203911.0,203911.0,204080.0,239650.0,239650.0,,,51.0,33.0,49.0,47.0,73.0,41.0
570,23,9,32,2.0,27,68,70,67,69,10269848.0,199,1,7.0,,15000000.0,30.0,27.86,224982.0,224982.0,224982.0,224982.0,224982.0,226468.0,224123.0,224123.0,71.0,61.0,,,,,,
571,15,59,54,2.0,45,65,64,66,65,164110.0,481,9,11.0,290000.0,,28.36,25.15,146545.0,142451.0,142451.0,142451.0,142451.0,199490.0,142451.0,142451.0,,,37.0,38.0,43.0,30.0,42.0,37.0
573,15,59,53,1.0,45,75,76,74,74,455648.0,481,15,10.0,9000000.0,,28.36,25.0,177573.0,213516.0,213516.0,213516.0,213516.0,198706.0,202648.0,202648.0,,,42.0,51.0,36.0,41.0,40.0,50.0
573,16,58,53,1.0,45,76,76,76,76,455648.0,481,15,13.0,7000000.0,,29.55,25.39,177573.0,201893.0,201893.0,201893.0,201893.0,189536.0,201893.0,201893.0,,,42.0,51.0,36.0,41.0,40.0,50.0
573,17,91,53,1.0,45,77,77,78,77,455648.0,481,2,5.0,9000000.0,100000000.0,26.91,24.85,188005.0,217731.0,217731.0,217731.0,217731.0,222943.0,201893.0,201893.0,,,42.0,38.0,56.0,41.0,67.0,54.0
573,18,84,53,1.0,45,76,78,76,76,455648.0,481,2,5.0,9400000.0,105000000.0,28.09,25.21,201893.0,216468.0,216468.0,216468.0,216468.0,231638.0,222943.0,222943.0,,,50.0,47.0,53.0,63.0,47.0,35.0
573,19,68,54,2.0,45,73,73,74,74,455648.0,481,2,10.0,10600000.0,105000000.0,26.82,25.8,232437.0,231640.0,231640.0,231640.0,231640.0,237291.0,231640.0,231640.0,4.0,5.0,70.0,47.0,70.0,65.0,77.0,73.0
573,20,61,54,2.0,45,72,73,72,72,455648.0,481,2,10.0,9900000.0,105000000.0,28.18,25.3,178616.0,210258.0,178616.0,210258.0,210258.0,178616.0,210258.0,210258.0,4.0,5.0,,,,,,
573,21,64,54,2.0,45,69,69,70,69,455648.0,481,2,10.0,9900000.0,105000000.0,29.27,25.37,236695.0,229428.0,229428.0,229428.0,229428.0,236695.0,229428.0,229428.0,4.0,5.0,,,,,,
573,22,64,54,2.0,45,71,72,71,71,455648.0,481,1,8.0,9900000.0,105000000.0,28.36,24.73,210214.0,210214.0,210214.0,210214.0,210214.0,236695.0,248710.0,248710.0,40.0,50.0,,,,,,
573,23,9,54,2.0,45,69,71,70,68,455648.0,481,1,8.0,,95000000.0,31.18,26.9,228600.0,210214.0,210214.0,210214.0,210214.0,115909.0,235522.0,235522.0,41.0,51.0,,,,,,
576,18,84,20,2.0,21,68,71,68,68,35399.0,27,1,1.0,1700000.0,8400000.0,27.45,24.9,211826.0,212244.0,212244.0,197031.0,212244.0,238569.0,209485.0,212244.0,,,66.0,69.0,72.0,65.0,69.0,71.0
576,19,68,20,2.0,21,69,70,70,69,35399.0,110329,1,2.0,1700000.0,8900000.0,25.55,24.1,212625.0,221671.0,234728.0,221671.0,234728.0,238938.0,221671.0,221671.0,8.0,8.0,67.0,50.0,71.0,67.0,66.0,62.0
576,20,61,20,2.0,21,69,70,71,69,35399.0,110329,1,4.0,1700000.0,10900000.0,25.36,23.96,230855.0,221671.0,245242.0,235407.0,221671.0,232225.0,209485.0,221671.0,5.0,8.0,,,,,,
576,21,64,20,2.0,21,69,70,73,68,35399.0,110329,1,5.0,1700000.0,11900000.0,26.91,25.58,230855.0,226167.0,226167.0,221671.0,226167.0,209485.0,221671.0,226167.0,6.0,8.0,,,,,,
576,22,64,20,2.0,21,69,70,70,69,35399.0,110329,1,6.0,1700000.0,16900000.0,27.91,26.07,230855.0,209485.0,209485.0,209485.0,209485.0,209485.0,231614.0,209485.0,60.0,60.0,,,,,,
576,23,9,20,2.0,21,68,70,69,69,35399.0,110329,1,5.0,,16900000.0,27.82,26.0,230855.0,209485.0,209485.0,209485.0,209485.0,209485.0,231614.0,209485.0,61.0,41.0,,,,,,
580,23,9,2076,3.0,21,64,65,64,65,1548455.0,523,1,2.0,,2000000.0,27.18,25.96,269305.0,238793.0,238793.0,250946.0,238793.0,185426.0,250946.0,238793.0,51.0,71.0,,,,,,
598,16,58,76,1.0,54,74,78,73,73,215856.0,383,12,18.0,9000000.0,,27.09,27.0,230298.0,230522.0,230522.0,230522.0,230522.0,230522.0,230522.0,230522.0,,,45.0,64.0,45.0,48.0,51.0,69.0
598,17,91,7,1.0,54,70,72,69,71,215856.0,383,6,9.0,10000000.0,118000000.0,28.73,27.6,230421.0,236174.0,236174.0,236174.0,236174.0,230502.0,236174.0,236174.0,,,55.0,64.0,50.0,50.0,54.0,69.0
598,18,84,7,1.0,54,70,73,69,71,215856.0,383,6,9.0,10000000.0,118000000.0,26.82,28.2,230525.0,230414.0,230414.0,230414.0,230414.0,230414.0,230368.0,230489.0,,,40.0,49.0,36.0,40.0,70.0,50.0
598,21,64,7,1.0,54,75,78,75,76,215856.0,383,6,9.0,11200000.0,50000000.0,27.27,27.6,230295.0,230385.0,230256.0,230385.0,230385.0,230385.0,230385.0,230373.0,4.0,7.0,,,,,,
598,22,64,7,1.0,54,74,74,74,72,215856.0,383,6,9.0,11200000.0,50000000.0,29.36,28.4,230385.0,230385.0,230326.0,230385.0,230385.0,230385.0,230373.0,230373.0,40.0,70.0,,,,,,
598,23,9,7,1.0,54,73,72,73,73,215856.0,383,6,9.0,,50000000.0,29.27,29.0,230385.0,230385.0,230385.0,230385.0,230385.0,230385.0,230385.0,230385.0,41.0,71.0,,,,,,
605,15,59,350,1.0,183,70,74,71,69,1552810.0,112139,8,20.0,10000000.0,,26.82,26.07,208949.0,210602.0,191269.0,210602.0,210602.0,191834.0,210602.0,210602.0,,,62.0,64.0,47.0,57.0,60.0,68.0
605,16,58,350,1.0,183,71,73,71,72,1552810.0,112139,9,20.0,10000000.0,,28.0,26.0,210603.0,208949.0,210926.0,208949.0,208949.0,192708.0,210603.0,221370.0,,,60.0,64.0,47.0,57.0,65.0,68.0
605,17,91,350,1.0,183,71,73,72,72,1552810.0,607,7,10.0,7700000.0,17600000.0,27.64,26.53,210603.0,192708.0,210926.0,192708.0,192708.0,220685.0,210602.0,210602.0,,,59.0,64.0,47.0,57.0,65.0,68.0
605,18,84,350,1.0,183,73,76,73,73,1552810.0,607,7,10.0,7700000.0,17600000.0,28.0,26.97,191256.0,241779.0,221370.0,241779.0,241779.0,228737.0,219525.0,219525.0,,,40.0,54.0,38.0,35.0,75.0,45.0
605,19,68,350,1.0,183,74,80,74,71,1552810.0,607,7,10.0,7700000.0,17600000.0,28.0,27.3,192708.0,221370.0,221370.0,221370.0,221370.0,228737.0,241779.0,221370.0,7.0,6.0,40.0,54.0,40.0,35.0,75.0,54.0
605,20,61,350,1.0,183,74,79,75,71,1552810.0,112139,7,10.0,28300000.0,125600000.0,28.64,27.31,210140.0,221370.0,210603.0,221370.0,221370.0,159145.0,210603.0,203299.0,7.0,6.0,,,,,,
605,21,64,350,1.0,183,73,79,75,72,1552810.0,112139,7,10.0,23600000.0,135600000.0,29.73,27.82,210140.0,221370.0,221370.0,221370.0,221370.0,159145.0,207441.0,207441.0,7.0,6.0,,,,,,
605,22,64,350,1.0,183,74,79,75,72,1552810.0,112139,7,10.0,23600000.0,135600000.0,30.36,27.73,191269.0,228414.0,191269.0,228414.0,228414.0,210602.0,228414.0,228414.0,70.0,60.0,,,,,,
605,23,9,350,1.0,183,74,76,75,71,1552810.0,112139,7,10.0,,135600000.0,30.45,27.23,191269.0,191269.0,191269.0,191269.0,191269.0,210602.0,203299.0,191269.0,51.0,61.0,,,,,,
607,15,59,350,1.0,183,68,74,69,64,455991.0,112387,7,19.0,8000000.0,,25.64,24.6,213007.0,184704.0,184704.0,184704.0,184704.0,209001.0,184704.0,184704.0,,,47.0,69.0,53.0,56.0,58.0,66.0
607,16,58,350,1.0,183,69,71,70,67,455991.0,112387,7,19.0,8500000.0,,26.09,24.87,228737.0,210700.0,139886.0,210700.0,210700.0,228737.0,228737.0,213009.0,,,47.0,61.0,53.0,56.0,58.0,66.0
607,17,91,350,1.0,183,68,68,70,67,455991.0,605,6,9.0,2500000.0,6500000.0,25.64,24.8,191432.0,188414.0,188414.0,188414.0,188414.0,219740.0,188414.0,188414.0,,,47.0,61.0,53.0,56.0,58.0,66.0
607,18,84,350,1.0,183,69,71,72,67,455991.0,605,6,9.0,2500000.0,6500000.0,26.73,25.2,191432.0,188414.0,188414.0,188414.0,188414.0,219106.0,188414.0,188414.0,,,51.0,63.0,53.0,57.0,58.0,66.0
607,19,68,350,1.0,183,72,74,74,69,455991.0,605,5,8.0,8600000.0,25500000.0,28.73,25.7,208965.0,210212.0,210147.0,210147.0,210212.0,208977.0,210147.0,210212.0,4.0,6.0,51.0,63.0,49.0,57.0,42.0,51.0
607,20,61,350,1.0,183,70,75,71,67,455991.0,112387,5,8.0,19800000.0,105500000.0,28.55,26.63,162329.0,216020.0,216020.0,216020.0,216020.0,189963.0,216020.0,216020.0,4.0,6.0,,,,,,
607,21,64,350,1.0,183,70,73,71,67,455991.0,112387,5,8.0,15000000.0,85500000.0,28.91,27.03,162329.0,216813.0,216813.0,216813.0,216813.0,209440.0,216813.0,216813.0,4.0,6.0,,,,,,
607,22,64,350,1.0,183,70,77,72,68,455991.0,112387,5,8.0,15000000.0,85500000.0,28.64,26.67,167959.0,213761.0,216813.0,213761.0,213761.0,209440.0,216813.0,216813.0,40.0,60.0,,,,,,
607,23,9,350,1.0,183,71,76,73,68,455991.0,605,5,8.0,,85500000.0,30.36,26.59,231821.0,202599.0,202599.0,202599.0,202599.0,209440.0,202599.0,202599.0,51.0,51.0,,,,,,
614,15,59,17,2.0,18,65,66,67,65,455815.0,58,10,9.0,1500000.0,,29.45,26.09,50955.0,50955.0,50955.0,50955.0,50955.0,158627.0,50955.0,50955.0,,,59.0,57.0,52.0,48.0,38.0,52.0
614,16,58,17,2.0,18,65,65,66,65,455815.0,58,10,9.0,950000.0,,25.91,24.08,50955.0,50955.0,50955.0,50955.0,50955.0,50955.0,50955.0,50955.0,,,59.0,57.0,60.0,48.0,38.0,52.0
614,17,91,17,2.0,18,66,74,67,65,455815.0,58,1,4.0,1200000.0,9000000.0,26.27,24.31,50955.0,50955.0,50955.0,50955.0,50955.0,193001.0,50955.0,50955.0,,,59.0,57.0,60.0,48.0,38.0,52.0
614,18,84,17,2.0,18,68,71,68,67,455815.0,219,1,4.0,800000.0,9000000.0,30.09,25.78,50955.0,50955.0,50955.0,193001.0,50955.0,187004.0,50955.0,50955.0,,,69.0,42.0,72.0,76.0,42.0,63.0
614,19,68,17,2.0,18,68,71,68,68,455815.0,219,1,5.0,2600000.0,10000000.0,31.64,27.41,50955.0,177482.0,177482.0,177482.0,177482.0,50955.0,177482.0,177482.0,6.0,5.0,70.0,69.0,72.0,76.0,69.0,69.0
614,20,61,17,2.0,18,66,68,66,66,455815.0,72,1,4.0,2100000.0,8000000.0,28.73,25.29,177482.0,177482.0,177482.0,177482.0,177482.0,203699.0,177482.0,177482.0,6.0,5.0,,,,,,
614,21,64,17,2.0,18,67,68,68,67,455815.0,72,1,4.0,2600000.0,10000000.0,28.82,25.32,203699.0,241089.0,204242.0,204242.0,241089.0,241089.0,225927.0,241089.0,6.0,5.0,,,,,,
614,22,64,17,2.0,18,67,69,68,68,455815.0,58,1,4.0,2600000.0,10000000.0,30.0,26.04,203699.0,234983.0,234983.0,234983.0,234983.0,203699.0,204242.0,204242.0,60.0,50.0,,,,,,
614,23,9,16,1.0,18,71,71,71,70,455815.0,58,1,1.0,,25000000.0,30.55,28.29,197641.0,241167.0,241167.0,241167.0,241167.0,241167.0,241167.0,193001.0,61.0,51.0,,,,,,
620,15,59,50,1.0,42,64,71,64,66,37575667.0,631,5,11.0,500000.0,,25.82,24.22,209535.0,213884.0,209535.0,213884.0,213884.0,193552.0,216272.0,213884.0,,,48.0,47.0,32.0,57.0,48.0,69.0
620,16,58,50,1.0,42,64,63,65,65,37575667.0,631,6,13.0,500000.0,,26.36,24.3,209535.0,213884.0,216272.0,213884.0,213884.0,203442.0,213884.0,193083.0,,,48.0,47.0,47.0,57.0,48.0,69.0
620,17,91,50,1.0,42,65,67,67,66,37575667.0,631,1,4.0,750000.0,5600000.0,27.0,25.0,209535.0,177793.0,177793.0,177793.0,177793.0,177793.0,188900.0,188900.0,,,48.0,47.0,47.0,57.0,48.0,42.0
621,19,68,50,1.0,42,64,65,64,65,19256146.0,81,1,5.0,1500000.0,2200000.0,26.18,25.24,222045.0,244453.0,244453.0,244453.0,244453.0,222045.0,244453.0,244453.0,4.0,5.0,71.0,40.0,67.0,79.0,40.0,70.0
621,20,61,50,1.0,42,65,67,64,65,19256146.0,80,1,3.0,650000.0,3400000.0,27.09,25.75,184013.0,245748.0,245748.0,245748.0,245748.0,247279.0,244453.0,244453.0,4.0,5.0,,,,,,
621,21,64,50,1.0,42,65,66,65,66,19256146.0,81,1,3.0,650000.0,3400000.0,26.64,26.52,184013.0,243841.0,243841.0,243841.0,243841.0,258547.0,243841.0,243841.0,5.0,5.0,,,,,,
621,22,64,50,1.0,42,64,66,65,64,19256146.0,81,1,3.0,650000.0,3400000.0,25.27,25.74,243841.0,243841.0,243841.0,243841.0,243841.0,256421.0,243807.0,243807.0,50.0,50.0,,,,,,
621,23,9,50,1.0,42,64,64,65,64,19256146.0,81,1,3.0,,3400000.0,27.64,26.54,204033.0,243841.0,243841.0,243841.0,243841.0,243841.0,243841.0,204033.0,51.0,41.0,,,,,,
631,15,59,50,1.0,42,63,64,63,62,6971069.0,620,2,10.0,375000.0,,26.91,25.17,140507.0,192451.0,205073.0,192451.0,192451.0,201346.0,211378.0,211378.0,,,45.0,48.0,60.0,46.0,49.0,63.0
631,16,58,50,1.0,42,64,66,63,63,6971069.0,620,2,9.0,500000.0,,26.73,24.15,211378.0,229062.0,229062.0,229062.0,229062.0,203447.0,229062.0,229062.0,,,55.0,48.0,58.0,53.0,63.0,56.0
631,17,91,50,1.0,42,66,67,66,66,6971069.0,620,1,3.0,750000.0,5800000.0,28.0,25.13,162979.0,201346.0,211096.0,201346.0,201346.0,201346.0,169451.0,169451.0,,,55.0,48.0,61.0,53.0,63.0,54.0
631,18,84,50,1.0,42,65,67,65,66,6971069.0,77,1,4.0,700000.0,4200000.0,27.45,25.21,211096.0,236487.0,236487.0,236487.0,236487.0,203447.0,186849.0,186849.0,,,67.0,50.0,73.0,60.0,80.0,80.0
631,20,61,50,1.0,42,63,64,63,63,6971069.0,77,1,2.0,600000.0,3900000.0,28.91,26.74,211096.0,169451.0,210352.0,169451.0,169451.0,169451.0,169451.0,169451.0,4.0,4.0,,,,,,
631,21,64,50,1.0,42,63,64,62,62,6971069.0,77,1,2.0,600000.0,3900000.0,29.27,25.96,188900.0,223663.0,223268.0,223663.0,240583.0,244319.0,188900.0,240583.0,4.0,4.0,,,,,,
631,22,64,50,1.0,42,64,63,65,63,6971069.0,77,1,2.0,600000.0,3900000.0,26.64,24.27,223663.0,245020.0,245020.0,245020.0,245020.0,245020.0,245020.0,245020.0,40.0,40.0,,,,,,
631,23,9,50,1.0,42,64,63,65,64,6971069.0,77,1,2.0,,3900000.0,26.55,25.25,205393.0,241058.0,241058.0,241058.0,241058.0,241058.0,241058.0,252067.0,51.0,37.0,,,,,,
634,19,68,10,1.0,34,68,68,69,67,456646.0,100651,1,3.0,3100000.0,16000000.0,23.91,22.63,223566.0,243402.0,224191.0,243402.0,216289.0,223157.0,243402.0,243402.0,6.0,5.0,67.0,66.0,71.0,71.0,56.0,62.0
634,20,61,10,1.0,34,66,65,67,66,456646.0,100651,1,4.0,5700000.0,16000000.0,23.18,21.7,229118.0,216289.0,216289.0,216289.0,216289.0,216289.0,216289.0,216289.0,5.0,5.0,,,,,,
634,21,64,10,1.0,34,67,70,68,67,456646.0,100651,1,3.0,5700000.0,16000000.0,25.64,24.04,229118.0,239373.0,229118.0,239373.0,239373.0,231503.0,243402.0,243402.0,5.0,5.0,,,,,,
634,22,64,10,1.0,34,69,71,68,70,456646.0,1907,1,4.0,6200000.0,18000000.0,27.18,24.89,204684.0,239373.0,204684.0,239373.0,239373.0,239373.0,204684.0,234848.0,50.0,50.0,,,,,,
634,23,9,10,1.0,34,70,77,69,70,456646.0,1905,1,4.0,,18900000.0,27.0,25.17,204684.0,124375.0,124375.0,124375.0,124375.0,124375.0,234848.0,234848.0,51.0,51.0,,,,,,
635,16,58,10,1.0,34,66,67,65,66,1552403.0,1909,6,8.0,1500000.0,,23.55,22.36,208462.0,229212.0,229212.0,229212.0,229212.0,218062.0,229215.0,229212.0,,,52.0,48.0,68.0,47.0,68.0,63.0
635,19,68,10,1.0,34,66,68,66,66,1552403.0,1909,1,2.0,3500000.0,19000000.0,26.36,24.42,228870.0,229215.0,229215.0,229215.0,229215.0,243617.0,229215.0,229215.0,5.0,8.0,70.0,53.0,70.0,65.0,53.0,77.0
645,23,9,10,1.0,34,65,66,66,64,37257614.0,1906,1,1.0,,13000000.0,24.64,23.09,223814.0,204840.0,234203.0,204840.0,204840.0,225152.0,237393.0,204840.0,51.0,51.0,,,,,,
647,15,59,10,1.0,34,65,66,65,65,456650.0,1913,6,8.0,950000.0,,25.64,24.38,215942.0,215942.0,215942.0,215942.0,215942.0,215701.0,216321.0,215942.0,,,45.0,39.0,57.0,46.0,50.0,57.0
647,16,58,10,1.0,34,66,67,67,68,456650.0,1913,6,9.0,1300000.0,,25.73,24.4,215701.0,218744.0,218744.0,218744.0,218744.0,221839.0,231150.0,231150.0,,,43.0,36.0,66.0,46.0,50.0,38.0
647,22,64,10,1.0,34,66,65,67,67,456650.0,1913,1,3.0,3300000.0,17000000.0,26.55,24.57,200200.0,226702.0,242381.0,226702.0,242381.0,226702.0,226702.0,242381.0,50.0,50.0,,,,,,
647,23,9,10,1.0,34,66,67,67,66,37255825.0,1913,1,2.0,,17700000.0,24.82,24.56,245212.0,242381.0,242381.0,242381.0,242381.0,243716.0,226702.0,242381.0,51.0,51.0,,,,,,
650,15,59,10,1.0,34,68,70,67,66,497.0,245,8,12.0,3800000.0,,25.64,23.35,200231.0,204392.0,204392.0,204392.0,204392.0,205603.0,204392.0,204392.0,,,58.0,47.0,66.0,55.0,52.0,44.0
650,16,58,10,1.0,34,70,72,69,69,497.0,245,8,12.0,3200000.0,,27.36,24.4,204476.0,200231.0,200231.0,200231.0,200231.0,200231.0,164986.0,164986.0,,,56.0,40.0,66.0,55.0,68.0,38.0
650,17,91,10,1.0,34,69,69,69,69,497.0,245,1,5.0,3000000.0,18000000.0,27.36,23.87,188621.0,188621.0,188621.0,188621.0,188621.0,207739.0,164986.0,164986.0,,,56.0,40.0,69.0,55.0,74.0,38.0
650,18,84,10,1.0,34,69,67,69,70,497.0,245,1,5.0,2000000.0,4600000.0,26.82,24.56,188621.0,212485.0,200831.0,212485.0,209447.0,200831.0,212485.0,200831.0,,,51.0,48.0,51.0,34.0,48.0,33.0
650,19,68,10,1.0,34,69,70,70,71,497.0,245,1,5.0,5400000.0,46000000.0,28.27,25.08,188621.0,200831.0,200831.0,212485.0,200831.0,200831.0,212485.0,200831.0,4.0,5.0,73.0,50.0,71.0,79.0,80.0,78.0
650,20,61,10,1.0,34,68,70,68,67,497.0,245,1,5.0,5400000.0,46000000.0,27.09,25.17,188621.0,188621.0,188621.0,188621.0,188621.0,184847.0,188621.0,188621.0,4.0,5.0,,,,,,
650,21,64,10,1.0,34,67,66,68,67,497.0,245,1,5.0,5400000.0,46000000.0,26.73,24.57,218047.0,236615.0,236615.0,188621.0,236615.0,241538.0,188621.0,188621.0,4.0,5.0,,,,,,
665,15,59,308,1.0,38,67,68,68,67,1552921.0,1889,9,13.0,200000.0,,26.36,24.45,192252.0,210533.0,189587.0,210533.0,210533.0,210533.0,210533.0,210533.0,,,58.0,49.0,42.0,54.0,52.0,52.0
665,16,58,308,1.0,38,70,73,70,70,1552921.0,1889,8,13.0,820000.0,,25.18,25.31,211107.0,229475.0,229475.0,229475.0,229475.0,216102.0,229475.0,229473.0,,,58.0,49.0,47.0,59.0,52.0,52.0
665,17,91,308,1.0,38,72,73,71,73,1552921.0,1889,2,3.0,850000.0,8000000.0,25.73,25.25,211107.0,216102.0,184606.0,229473.0,216102.0,216102.0,229473.0,179884.0,,,59.0,43.0,55.0,56.0,52.0,50.0
665,18,84,308,1.0,38,71,73,71,72,1552921.0,1889,2,3.0,850000.0,8000000.0,27.64,25.54,185200.0,179884.0,234949.0,222832.0,179884.0,216452.0,222832.0,179884.0,,,59.0,72.0,55.0,58.0,52.0,55.0
665,19,68,308,1.0,38,71,69,72,71,1552921.0,1889,1,3.0,890000.0,6000000.0,28.91,25.54,185200.0,227230.0,227230.0,227230.0,227230.0,227230.0,227230.0,227230.0,6.0,5.0,69.0,64.0,73.0,71.0,64.0,68.0
665,20,61,308,1.0,38,70,70,70,70,1552921.0,1889,1,3.0,2100000.0,7800000.0,28.45,26.3,193482.0,227230.0,227230.0,227230.0,227230.0,227230.0,227230.0,227230.0,7.0,6.0,,,,,,
666,18,84,308,1.0,38,72,72,72,72,,1900,1,2.0,800000.0,2100000.0,29.64,28.55,219690.0,204737.0,204737.0,204737.0,204737.0,204737.0,204737.0,237532.0,,,50.0,67.0,51.0,61.0,47.0,48.0
